lat,lon,Location,Year,Month,Day,Predicted Sunshine
22.3155,89.1115,satkhira,2025,5,28,8.8
22.3155,89.1115,satkhira,2025,5,29,9
22.3155,89.1115,satkhira,2025,5,30,6.9
22.3155,89.1115,satkhira,2025,5,31,6.8
22.1785,90.7101,bhola,2025,6,1,4.8
22.1785,90.7101,bhola,2025,6,2,6.2
22.1785,90.7101,bhola,2025,6,3,6.6
22.1785,90.7101,bhola,2025,6,4,7
22.1785,90.7101,bhola,2025,6,5,9
22.1785,90.7101,bhola,2025,6,6,8.9
22.1785,90.7101,bhola,2025,6,7,-0.2
22.1785,90.7101,bhola,2025,6,8,-3.1
22.1785,90.7101,bhola,2025,6,9,-3
22.1785,90.7101,bhola,2025,6,10,-3.1
22.1785,90.7101,bhola,2025,6,11,-1.2
22.1785,90.7101,bhola,2025,6,12,2
22.1785,90.7101,bhola,2025,6,13,3.5
22.1785,90.7101,bhola,2025,6,14,7.6
22.1785,90.7101,bhola,2025,6,15,-1.6
22.1785,90.7101,bhola,2025,6,16,3.4
22.1785,90.7101,bhola,2025,6,17,0.5
22.1785,90.7101,bhola,2025,6,18,-2.2
22.1785,90.7101,bhola,2025,6,19,-0.8
22.1785,90.7101,bhola,2025,6,20,0.9
22.1785,90.7101,bhola,2025,6,21,1.8
22.1785,90.7101,bhola,2025,6,22,-1.9
22.1785,90.7101,bhola,2025,6,23,1.3
22.1785,90.7101,bhola,2025,6,24,-0.9
22.1785,90.7101,bhola,2025,6,25,-1.4
22.1785,90.7101,bhola,2025,6,26,-2.3
22.1785,90.7101,bhola,2025,6,27,-2.9
22.1785,90.7101,bhola,2025,6,28,-1.9
22.1785,90.7101,bhola,2025,6,29,-2.1
22.1785,90.7101,bhola,2025,6,30,2.5
23.2,89.2,jessore,2025,6,1,4.8
23.2,89.2,jessore,2025,6,2,6.2
23.2,89.2,jessore,2025,6,3,6.6
23.2,89.2,jessore,2025,6,4,7
23.2,89.2,jessore,2025,6,5,9
23.2,89.2,jessore,2025,6,6,8.9
23.2,89.2,jessore,2025,6,7,-0.2
23.2,89.2,jessore,2025,6,8,-3.1
23.2,89.2,jessore,2025,6,9,-3
23.2,89.2,jessore,2025,6,10,-3.1
23.2,89.2,jessore,2025,6,11,-1.2
23.2,89.2,jessore,2025,6,12,2
23.2,89.2,jessore,2025,6,13,3.5
23.2,89.2,jessore,2025,6,14,7.6
23.2,89.2,jessore,2025,6,15,-1.6
23.2,89.2,jessore,2025,6,16,3.4
23.2,89.2,jessore,2025,6,17,0.5
23.2,89.2,jessore,2025,6,18,-2.2
23.2,89.2,jessore,2025,6,19,-0.8
23.2,89.2,jessore,2025,6,20,0.9
23.2,89.2,jessore,2025,6,21,1.8
23.2,89.2,jessore,2025,6,22,-1.9
23.2,89.2,jessore,2025,6,23,1.3
23.2,89.2,jessore,2025,6,24,-0.9
23.2,89.2,jessore,2025,6,25,-1.4
23.2,89.2,jessore,2025,6,26,-2.3
23.2,89.2,jessore,2025,6,27,-2.9
23.2,89.2,jessore,2025,6,28,-1.9
23.2,89.2,jessore,2025,6,29,-2.1
23.2,89.2,jessore,2025,6,30,2.5
22.4,90.3,khepupara,2025,6,1,4.8
22.3811,90.3372,khepupara,2025,6,2,6.2
22.3811,90.3372,khepupara,2025,6,3,6.6
22.3811,90.3372,khepupara,2025,6,4,7
22.3811,90.3372,khepupara,2025,6,5,9
22.3811,90.3372,khepupara,2025,6,6,8.9
22.3811,90.3372,khepupara,2025,6,7,-0.2
22.3811,90.3372,khepupara,2025,6,8,-3.1
22.3811,90.3372,khepupara,2025,6,9,-3
22.3811,90.3372,khepupara,2025,6,10,-3.1
22.3811,90.3372,khepupara,2025,6,11,-1.2
22.3811,90.3372,khepupara,2025,6,12,2
22.3811,90.3372,khepupara,2025,6,13,3.5
22.3811,90.3372,khepupara,2025,6,14,7.6
22.3811,90.3372,khepupara,2025,6,15,-1.6
22.3811,90.3372,khepupara,2025,6,16,3.4
22.3811,90.3372,khepupara,2025,6,17,0.5
22.3811,90.3372,khepupara,2025,6,18,-2.2
22.3811,90.3372,khepupara,2025,6,19,-0.8
22.3811,90.3372,khepupara,2025,6,20,0.9
22.3811,90.3372,khepupara,2025,6,21,1.8
22.3811,90.3372,khepupara,2025,6,22,-1.9
22.3811,90.3372,khepupara,2025,6,23,1.3
22.3811,90.3372,khepupara,2025,6,24,-0.9
22.3811,90.3372,khepupara,2025,6,25,-1.4
22.3811,90.3372,khepupara,2025,6,26,-2.3
22.3811,90.3372,khepupara,2025,6,27,-2.9
22.3811,90.3372,khepupara,2025,6,28,-1.9
22.3811,90.3372,khepupara,2025,6,29,-2.1
22.3811,90.3372,khepupara,2025,6,30,2.5
22.6738,89.3967,khulna,2025,6,1,4.8
22.6738,89.3967,khulna,2025,6,2,6.2
22.6738,89.3967,khulna,2025,6,3,6.6
22.6738,89.3967,khulna,2025,6,4,7
22.6738,89.3967,khulna,2025,6,5,9
22.6738,89.3967,khulna,2025,6,6,8.9
22.6738,89.3967,khulna,2025,6,7,-0.2
22.6738,89.3967,khulna,2025,6,8,-3.1
22.6738,89.3967,khulna,2025,6,9,-3
22.6738,89.3967,khulna,2025,6,10,-3.1
22.6738,89.3967,khulna,2025,6,11,-1.2
22.6738,89.3967,khulna,2025,6,12,2
22.6738,89.3967,khulna,2025,6,13,3.5
22.6738,89.3967,khulna,2025,6,14,7.6
22.6738,89.3967,khulna,2025,6,15,-1.6
22.6738,89.3967,khulna,2025,6,16,3.4
22.6738,89.3967,khulna,2025,6,17,0.5
22.6738,89.3967,khulna,2025,6,18,-2.2
22.6738,89.3967,khulna,2025,6,19,-0.8
22.6738,89.3967,khulna,2025,6,20,0.9
22.6738,89.3967,khulna,2025,6,21,1.8
22.6738,89.3967,khulna,2025,6,22,-1.9
22.6738,89.3967,khulna,2025,6,23,1.3
22.6738,89.3967,khulna,2025,6,24,-0.9
22.6738,89.3967,khulna,2025,6,25,-1.4
22.6738,89.3967,khulna,2025,6,26,-2.3
22.6738,89.3967,khulna,2025,6,27,-2.9
22.6738,89.3967,khulna,2025,6,28,-1.9
22.6738,89.3967,khulna,2025,6,29,-2.1
22.6738,89.3967,khulna,2025,6,30,2.5
22.4833,89.6083,mongla,2025,6,1,4.8
22.4833,89.6083,mongla,2025,6,2,6.2
22.4833,89.6083,mongla,2025,6,3,6.6
22.4833,89.6083,mongla,2025,6,4,7
22.4833,89.6083,mongla,2025,6,5,9
22.4833,89.6083,mongla,2025,6,6,8.9
22.4833,89.6083,mongla,2025,6,7,-0.2
22.4833,89.6083,mongla,2025,6,8,-3.1
22.4833,89.6083,mongla,2025,6,9,-3
22.4833,89.6083,mongla,2025,6,10,-3.1
22.4833,89.6083,mongla,2025,6,11,-1.2
22.4833,89.6083,mongla,2025,6,12,2
22.4833,89.6083,mongla,2025,6,13,3.5
22.4833,89.6083,mongla,2025,6,14,7.6
22.4833,89.6083,mongla,2025,6,15,-1.6
22.4833,89.6083,mongla,2025,6,16,3.4
22.4833,89.6083,mongla,2025,6,17,0.5
22.4833,89.6083,mongla,2025,6,18,-2.2
22.4833,89.6083,mongla,2025,6,19,-0.8
22.4833,89.6083,mongla,2025,6,20,0.9
22.4833,89.6083,mongla,2025,6,21,1.8
22.4833,89.6083,mongla,2025,6,22,-1.9
22.4833,89.6083,mongla,2025,6,23,1.3
22.4833,89.6083,mongla,2025,6,24,-0.9
22.4833,89.6083,mongla,2025,6,25,-1.4
22.4833,89.6083,mongla,2025,6,26,-2.3
22.4833,89.6083,mongla,2025,6,27,-2.9
22.4833,89.6083,mongla,2025,6,28,-1.9
22.4833,89.6083,mongla,2025,6,29,-2.1
22.4833,89.6083,mongla,2025,6,30,2.5
22.2249,90.4548,patuakhali,2025,6,1,4.8
22.2249,90.4548,patuakhali,2025,6,2,6.2
22.2249,90.4548,patuakhali,2025,6,3,6.6
22.2249,90.4548,patuakhali,2025,6,4,7
22.2249,90.4548,patuakhali,2025,6,5,9
22.2249,90.4548,patuakhali,2025,6,6,8.9
22.2249,90.4548,patuakhali,2025,6,7,-0.2
22.2249,90.4548,patuakhali,2025,6,8,-3.1
22.2249,90.4548,patuakhali,2025,6,9,-3
22.2249,90.4548,patuakhali,2025,6,10,-3.1
22.2249,90.4548,patuakhali,2025,6,11,-1.2
22.2249,90.4548,patuakhali,2025,6,12,2
22.2249,90.4548,patuakhali,2025,6,13,3.5
22.2249,90.4548,patuakhali,2025,6,14,7.6
22.2249,90.4548,patuakhali,2025,6,15,-1.6
22.2249,90.4548,patuakhali,2025,6,16,3.4
22.2249,90.4548,patuakhali,2025,6,17,0.5
22.2249,90.4548,patuakhali,2025,6,18,-2.2
22.2249,90.4548,patuakhali,2025,6,19,-0.8
22.2249,90.4548,patuakhali,2025,6,20,0.9
22.2249,90.4548,patuakhali,2025,6,21,1.8
22.2249,90.4548,patuakhali,2025,6,22,-1.9
22.2249,90.4548,patuakhali,2025,6,23,1.3
22.2249,90.4548,patuakhali,2025,6,24,-0.9
22.2249,90.4548,patuakhali,2025,6,25,-1.4
22.2249,90.4548,patuakhali,2025,6,26,-2.3
22.2249,90.4548,patuakhali,2025,6,27,-2.9
22.2249,90.4548,patuakhali,2025,6,28,-1.9
22.2249,90.4548,patuakhali,2025,6,29,-2.1
22.2249,90.4548,patuakhali,2025,6,30,2.5
22.3155,89.1115,satkhira,2025,6,1,4.8
22.3155,89.1115,satkhira,2025,6,2,6.2
22.3155,89.1115,satkhira,2025,6,3,6.6
22.3155,89.1115,satkhira,2025,6,4,7
22.3155,89.1115,satkhira,2025,6,5,9
22.3155,89.1115,satkhira,2025,6,6,8.9
22.3155,89.1115,satkhira,2025,6,7,-0.2
22.3155,89.1115,satkhira,2025,6,8,-3.1
22.3155,89.1115,satkhira,2025,6,9,-3
22.3155,89.1115,satkhira,2025,6,10,-3.1
22.3155,89.1115,satkhira,2025,6,11,-1.2
22.3155,89.1115,satkhira,2025,6,12,2
22.3155,89.1115,satkhira,2025,6,13,3.5
22.3155,89.1115,satkhira,2025,6,14,7.6
22.3155,89.1115,satkhira,2025,6,15,-1.6
22.3155,89.1115,satkhira,2025,6,16,3.4
22.3155,89.1115,satkhira,2025,6,17,0.5
22.3155,89.1115,satkhira,2025,6,18,-2.2
22.3155,89.1115,satkhira,2025,6,19,-0.8
22.3155,89.1115,satkhira,2025,6,20,0.9
22.3155,89.1115,satkhira,2025,6,21,1.8
22.3155,89.1115,satkhira,2025,6,22,-1.9
22.3155,89.1115,satkhira,2025,6,23,1.3
22.3155,89.1115,satkhira,2025,6,24,-0.9
22.3155,89.1115,satkhira,2025,6,25,-1.4
22.3155,89.1115,satkhira,2025,6,26,-2.3
22.3155,89.1115,satkhira,2025,6,27,-2.9
22.3155,89.1115,satkhira,2025,6,28,-1.9
22.3155,89.1115,satkhira,2025,6,29,-2.1
22.3155,89.1115,satkhira,2025,6,30,2.5
,,,,,,
